Date,Open,Close,High,Low,Volume,MarketCap,Supply,Exchange
"May 13, 2022",$5.50,$8.00,$8.00,$5.50,"$54,400.00","$56,191,712.00","7,023,964",Securitize Markets
"May 14, 2022",$8.00,$8.00,$8.00,$8.00,$0.00,"$56,191,712.00","7,023,964",Securitize Markets
"May 15, 2022",$8.00,$8.00,$8.00,$8.00,$0.00,"$56,191,712.00","7,023,964",Securitize Markets
"May 16, 2022",$8.00,$8.00,$8.00,$8.00,$0.00,"$56,191,712.00","7,023,964",Securitize Markets
"May 17, 2022",$8.00,$8.00,$8.00,$8.00,$8.00,"$56,191,712.00","7,023,964",Securitize Markets
"May 18, 2022",$8.00,$5.30,$8.00,$5.30,"$20,802.50","$37,227,009.20","7,023,964",Securitize Markets
"May 19, 2022",$5.30,$5.30,$5.30,$5.30,"$15,794","$37,227,009.20","7,023,964",Securitize Markets
"May 20, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 21, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 22, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 23, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 24, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 25, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 26, 2022",$5.30,$5.30,$5.30,$5.30,$0,"$37,227,009.20","7,023,964",Securitize Markets
"May 27, 2022",$5.30,$8,$8.00,$5.30,$8,"$56,191,712.00","7,023,964",Securitize Markets
"May 28, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"May 29, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"May 30, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"May 31, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"Jun 1, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"Jun 2, 2022",$8.00,$8,$8.00,$8.00,$0,"$56,191,712.00","7,023,964",Securitize Markets
"Jun 3, 2022",$8.00,$4.75,$8.00,$4.75,"$13,580.25","$33,363,829.00","7,023,964",Securitize Markets
"Jun 4, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 5, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 6, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 7, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 8, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 9, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 10, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 11, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 12, 2022",$4.75,$4.75,$4.75,$4.75,$0,"$33,363,829.00","7,023,964",Securitize Markets
"Jun 13, 2022",$4.75,$3.60,$4.75,$3.60,"$8,031.60","$25,286,270.40","7,023,964",Securitize Markets
"Jun 14, 2022",$3.60,$3.60,$3.60,$3.60,$0,"$25,286,270.40","7,023,964",Securitize Markets
"Jun 15, 2022",$3.60,$3.95,$3.95,$3.60,"$33,993.70","$27,744,657.80","7,023,964",Securitize Markets
"Jun 16, 2022",$3.95,$3.95,$3.95,$3.95,$0.00,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 17, 2022",$3.95,$3.95,$3.95,$3.95,$256.75,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 18, 2022",$3.95,$3.95,$3.95,$3.95,$0.00,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 19, 2022",$3.95,$3.95,$3.95,$3.95,$0.00,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 20, 2022",$3.95,$3.95,$3.95,$3.95,$0.00,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 21, 2022",$3.95,$3.95,$3.95,$3.95,$817.65,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 22, 2022",$3.95,$3.95,$3.95,$3.95,$355.50,"$27,744,657.80","7,023,964",Securitize Markets
"Jun 23, 2022",$3.95,$3.69,$3.95,$3.69,"$2,830.23","$25,918,427.16","7,023,964",Securitize Markets
